COIL,MT_FROM,MT_TO,DATE,DIF_TIPO_1,DIF_TIPO_2,DIF_TIPO_3,DIF_TIPO_4,DIF_TIPO_5,DIF_TIPO_6,defect_event_id,coverage_status,points_in_interval,run_min_mt,run_max_mt
423716,184.0,1460.0,2019-05-11,0,0,1,1,0,0,555,partial_coverage,182,189.0,1610.0
423717,605.0,1444.0,2019-05-11,0,0,1,1,0,1,556,partial_coverage,120,609.0,2023.0
423719,0.0,1425.0,2019-05-11,0,0,1,1,0,0,557,partial_coverage,204,0.0,1421.0
423731,0.0,1448.0,2019-05-11,0,0,1,0,0,0,558,partial_coverage,190,0.0,1323.0
423919,0.0,1773.0,2019-05-11,0,0,1,1,0,0,559,partial_coverage,237,0.0,1652.0
417413,0.0,674.0,2019-05-12,0,0,1,0,0,0,560,partial_coverage,97,0.0,672.0
422347,0.0,1047.0,2019-05-12,0,0,1,0,0,0,561,partial_coverage,150,0.0,1043.0
422517,0.0,2155.0,2019-05-12,0,0,1,1,0,0,562,partial_coverage,308,0.0,2149.0
422712,0.0,1055.0,2019-05-12,0,0,1,0,0,0,563,partial_coverage,151,0.0,1050.0
422936,0.0,2218.0,2019-05-12,0,0,1,1,0,1,564,partial_coverage,249,0.0,1736.0
423226,0.0,2215.0,2019-05-12,0,0,1,1,0,1,565,partial_coverage,317,0.0,2212.0
423920,0.0,1418.0,2019-05-12,0,0,1,0,0,0,566,partial_coverage,203,0.0,1414.0
423922,0.0,2151.0,2019-05-12,0,0,1,1,0,0,567,partial_coverage,308,0.0,2149.0
423923,782.0,1435.0,2019-05-12,0,0,1,0,0,1,568,full_coverage,94,0.0,2135.0
423924,0.0,1777.0,2019-05-12,0,0,1,0,0,0,569,partial_coverage,238,0.0,1659.0
423924,170.0,230.0,2019-05-12,1,0,1,0,0,0,570,full_coverage,8,0.0,1659.0
424013,0.0,1400.0,2019-05-12,0,0,1,0,1,0,571,full_coverage,201,0.0,1400.0
424019,38.0,2156.0,2019-05-12,0,0,1,1,0,0,572,partial_coverage,303,42.0,2163.0
424020,129.0,2179.0,2019-05-12,0,0,1,0,1,0,573,partial_coverage,202,0.0,1540.0
424023,0.0,2077.0,2019-05-12,0,0,1,0,0,0,574,partial_coverage,297,0.0,2072.0
424025,131.0,1835.0,2019-05-12,0,0,1,0,0,0,575,partial_coverage,244,133.0,2002.0
424026,1.0,2229.0,2019-05-12,0,0,1,1,1,0,576,partial_coverage,318,7.0,2226.0
424828,0.0,1403.0,2019-05-12,0,0,1,0,0,0,577,partial_coverage,184,0.0,1281.0
423217,231.0,1075.0,2019-05-13,0,0,1,1,0,0,578,partial_coverage,121,0.0,1071.0
423217,0.0,230.0,2019-05-13,0,1,1,1,0,0,579,full_coverage,33,0.0,1071.0
423911,0.0,1506.0,2019-05-13,0,0,1,0,0,1,580,partial_coverage,216,0.0,1505.0
423935,64.0,479.0,2019-05-13,0,0,1,0,0,0,581,full_coverage,59,0.0,980.0
423935,480.0,1040.0,2019-05-13,0,1,1,0,0,0,582,partial_coverage,72,0.0,980.0
424214,0.0,1549.0,2019-05-13,0,0,1,0,0,1,583,partial_coverage,222,0.0,1547.0
424222,0.0,1581.0,2019-05-13,0,0,1,0,0,1,584,partial_coverage,226,0.0,1575.0
424223,1.0,1540.0,2019-05-13,0,0,1,0,0,1,585,partial_coverage,152,0.0,1064.0
424225,0.0,2084.0,2019-05-13,0,0,1,0,1,0,586,partial_coverage,298,0.0,2079.0
424323,0.0,809.0,2019-05-13,0,0,1,0,0,0,587,partial_coverage,116,0.0,805.0
425121,0.0,1479.0,2019-05-13,0,0,0,0,1,0,588,partial_coverage,212,0.0,1477.0
425123,0.0,1667.0,2019-05-13,0,0,1,0,0,1,589,partial_coverage,239,0.0,1666.0
424710,0.0,1535.0,2019-05-14,0,0,1,0,0,0,590,partial_coverage,220,0.0,1533.0
425012,0.0,200.0,2019-05-14,0,0,1,0,0,0,591,full_coverage,29,0.0,1379.0
421317,0.0,822.0,2019-05-15,1,0,1,1,0,1,592,partial_coverage,118,0.0,819.0
423914,250.0,694.0,2019-05-15,1,1,1,1,0,1,593,partial_coverage,64,0.0,693.0
423914,0.0,249.0,2019-05-15,1,0,1,1,0,1,594,full_coverage,36,0.0,693.0
423918,0.0,1061.0,2019-05-15,0,0,1,0,0,1,595,partial_coverage,152,0.0,1057.0
423930,1.0,967.0,2019-05-15,1,0,1,1,0,1,596,partial_coverage,138,7.0,966.0
423932,0.0,1223.0,2019-05-15,0,0,0,0,0,1,597,partial_coverage,175,0.0,1218.0
423934,0.0,1455.0,2019-05-15,0,0,1,0,0,1,598,partial_coverage,208,0.0,1449.0
424220,0.0,1554.0,2019-05-15,0,0,1,0,0,1,599,partial_coverage,187,0.0,1302.0
424221,1390.0,1567.0,2019-05-15,0,0,0,0,0,1,600,partial_coverage,25,7.0,1561.0
424224,1.0,1554.0,2019-05-15,0,0,1,0,0,0,601,partial_coverage,205,0.0,1435.0
424529,3.0,2202.0,2019-05-15,0,0,0,1,0,1,602,partial_coverage,314,7.0,2198.0
424810,0.0,1083.0,2019-05-15,1,0,1,1,0,0,603,partial_coverage,155,0.0,1078.0
425010,0.0,1068.0,2019-05-15,1,0,1,1,0,1,604,partial_coverage,153,0.0,1064.0
425011,0.0,995.0,2019-05-15,1,0,1,1,0,1,605,partial_coverage,143,0.0,994.0
425111,1.0,1329.0,2019-05-15,0,0,1,0,0,1,606,partial_coverage,121,0.0,847.0
425120,2.0,1518.0,2019-05-15,0,0,1,0,0,0,607,partial_coverage,216,7.0,1512.0
426151,0.0,1374.0,2019-05-15,0,0,1,0,0,0,608,partial_coverage,197,0.0,1372.0
426152,0.0,2518.0,2019-05-15,0,0,1,0,0,1,609,partial_coverage,343,0.0,2394.0
426213,0.0,1408.0,2019-05-15,0,0,1,0,0,1,610,partial_coverage,202,0.0,1407.0
424016,0.0,1941.0,2019-05-16,0,1,1,1,0,0,611,partial_coverage,278,0.0,1939.0
424313,0.0,1370.0,2019-05-16,0,0,1,0,0,0,612,partial_coverage,179,0.0,1246.0
424712,1.0,889.0,2019-05-16,0,0,1,1,0,0,613,partial_coverage,127,7.0,1057.0
424712,890.0,1059.0,2019-05-16,0,1,1,1,0,0,614,partial_coverage,24,7.0,1057.0
425612,0.0,2055.0,2019-05-16,0,0,1,1,0,0,615,partial_coverage,294,0.0,2051.0
426214,0.0,292.0,2019-05-16,0,0,1,0,0,0,616,partial_coverage,42,0.0,287.0
